form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
7461642,2019-11-04,2019-12-01,535,Melkadida,Ethiopia,Post-emergency,NA,130,23,NA,100,17,21,43,518,31121,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7159151,2019-11-04,2019-12-01,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,137,10,NA,NA,31,15,16,579,82326,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7157862,2019-11-04,2019-12-01,544,Okugo,Ethiopia,Post-emergency,NA,88,20,NA,NA,19,17,NA,489,10774,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7643418,2019-11-04,2019-12-01,532,Sheder,Ethiopia,Post-emergency,NA,159,17,NA,47,39,13,NA,2337,11687,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8563823,2019-11-04,2019-12-01,525,Sherkole,Ethiopia,Post-emergency,NA,90,20,NA,100,54,7,7,550,11017,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650816,2019-11-04,2019-12-01,529,Shimelba,Ethiopia,Post-emergency,NA,107,19,100,100,61,7,19,481,7705,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7158795,2019-11-04,2019-12-01,546,Tierkidi,Ethiopia,Post-emergency,NA,198,9,NA,NA,17,26,260,1125,61923,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8564063,2019-11-04,2019-12-01,540,Tongo,Ethiopia,Post-emergency,NA,177,17,NA,100,59,8,11,610,12219,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8568919,2019-11-04,2019-12-01,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,96,21,NA,100,74,6,7,653,13076,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
17696698,2019-11-04,2019-12-01,670,Fetentaa,Ghana,Post-emergency,NA,55,20,50,33,2,10,24,84,848,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10210005,2019-11-04,2019-12-01,445,Arbat,Iraq,Post-emergency,NA,4,107,100,100,88,4,4,1835,9178,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8475037,2019-11-04,2019-12-01,446,Basirma,Iraq,Post-emergency,NA,5,101,100,100,100,5,5,833,2500,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8471142,2019-11-04,2019-12-01,442,Kawergosk,Iraq,Post-emergency,NA,4,85,100,100,100,4,4,958,7668,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8802783,2019-11-04,2019-12-01,444,Qushtapa,Iraq,Post-emergency,NA,5,90,100,100,100,4,4,912,8210,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
13722803,2019-11-04,2019-12-01,518,Dagahaley,Kenya,Post-emergency,NA,92,24,NA,100,77,7,NA,1938,77542,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
13722804,2019-11-04,2019-12-01,519,Hagadera,Kenya,Post-emergency,NA,98,24,NA,97,87,5,NA,2038,81534,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
13723519,2019-11-04,2019-12-01,520,Ifo,Kenya,Post-emergency,NA,64,29,NA,94,74,7,NA,1839,73587,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8432387,2019-11-04,2019-12-01,313,Dzaleka,Malawi,Post-emergency,1046,74,NA,NA,NA,NA,0,0,0,NA,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15108365,2019-11-04,2019-12-01,319,Maratane,Mozambique,Post-emergency,622,NA,8,NA,NA,68,5,NA,NA,9244,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324585,2019-11-04,2019-12-01,696,Abala,Niger,Post-emergency,NA,231,16,NA,NA,NA,23,69,15447,15447,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15036919,2019-11-04,2019-12-01,697,Tabareybarey,Niger,Post-emergency,NA,202,15,NA,NA,NA,105,142,10690,10690,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
9126758,2019-11-04,2019-12-01,4308,Gamboma,Republic of Congo,Post-emergency,304,557,18,100,100,28,12,11,340,2044,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8482418,2019-11-04,2019-12-01,626,Gihembe,Rwanda,Post-emergency,NA,111,12,NA,NA,NA,20,NA,NA,12285,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065298,2019-11-04,2019-12-01,627,Kiziba,Rwanda,Post-emergency,NA,50,21,NA,100,NA,34,93,227,16867,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10408149,2019-11-04,2019-12-01,631,Mahama,Rwanda,Post-emergency,NA,78,19,NA,NA,NA,17,17,514,61737,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8482807,2019-11-04,2019-12-01,628,Nyabiheke,Rwanda,Post-emergency,NA,101,0,NA,50,NA,20,139,103,14261,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324586,2019-11-04,2019-12-01,680,Doro,South Sudan,Post-emergency,234,94,16,NA,100,16,27,NA,278,61032,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325199,2019-11-04,2019-12-01,681,Gendrassa,South Sudan,Post-emergency,243,107,13,100,97,21,21,NA,278,17845,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325400,2019-11-04,2019-12-01,682,Kaya,South Sudan,Post-emergency,NA,69,13,100,92,40,11,NA,190,24031,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325518,2019-11-04,2019-12-01,678,Yusuf Batil,South Sudan,Post-emergency,423,90,12,100,59,26,19,NA,215,47228,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983486,2019-11-04,2019-12-01,4287,Al Jameya,Sudan,Post-emergency,NA,99,21,NA,100,89,5,NA,460,6902,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8605868,2019-11-04,2019-12-01,3884,Al Kashafa,Sudan,Post-emergency,NA,155,9,NA,100,20,17,NA,448,13009,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8605869,2019-11-04,2019-12-01,3921,Al Redis 1,Sudan,Post-emergency,NA,126,13,NA,93,18,21,NA,495,11399,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979092,2019-11-04,2019-12-01,3922,Al Redis 2,Sudan,Post-emergency,NA,107,10,NA,100,9,28,NA,521,26065,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983428,2019-11-04,2019-12-01,3923,Alagaya,Sudan,Post-emergency,NA,87,11,NA,93,NA,109,NA,541,19478,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983395,2019-11-04,2019-12-01,3924,Dabat Bosin,Sudan,Post-emergency,NA,148,20,NA,100,NA,63,NA,802,4814,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
5974113,2019-11-04,2019-12-01,4313,El Fardus,Sudan,Post-emergency,NA,NA,0,NA,NA,NA,NA,NA,NA,5933,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8603837,2019-11-04,2019-12-01,3920,Jouri,Sudan,Post-emergency,NA,72,9,NA,100,20,19,NA,454,10918,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983461,2019-11-04,2019-12-01,4286,Khor Alwarel,Sudan,Post-emergency,NA,171,9,NA,100,NA,72,NA,698,45423,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979385,2019-11-04,2019-12-01,3925,Um Sangour,Sudan,Post-emergency,NA,241,11,NA,100,14,19,NA,776,23308,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
5436771,2019-11-04,2019-12-01,568,Wad Sharife,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854315,2019-11-04,2019-12-01,508,Mtendeli,Tanzania,Post-emergency,NA,72,27,NA,100,41,6,NA,858,31751,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854261,2019-11-04,2019-12-01,509,Nduta,Tanzania,Post-emergency,NA,64,24,NA,100,44,9,5,623,72911,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989132,2019-11-04,2019-12-01,4296,Nyarugusu Burundian,Tanzania,Post-emergency,NA,127,20,NA,100,62,7,NA,916,75127,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989183,2019-11-04,2019-12-01,4297,Nyarugusu Congolese,Tanzania,Post-emergency,NA,104,26,NA,100,79,6,NA,634,55870,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7499167,2019-11-04,2019-12-01,549,Imvepi,Uganda,Post-emergency,300,159,22,60,0,69,4,4,586,62711,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7647810,2019-11-04,2019-12-01,558,Nakivale,Uganda,Post-emergency,819,564,18,64,98,77,5,11,339,89207,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7647811,2019-11-04,2019-12-01,555,Oruchinga,Uganda,Post-emergency,446,617,19,86,NA,72,10,13,2675,8027,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7644888,2019-11-04,2019-12-01,548,Rhino Camp,Uganda,Post-emergency,229,285,20,NA,94,45,3,18,826,113223,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239098,2019-09-30,2019-11-03,463,Auserd,Algeria,Post-emergency,NA,61,15,100,100,94,5,4,642,18638,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7238420,2019-09-30,2019-11-03,464,Boujdour,Algeria,Post-emergency,NA,NA,22,100,100,94,5,4,331,9601,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239101,2019-09-30,2019-11-03,465,Dakhla,Algeria,Post-emergency,NA,49,43,100,100,98,5,4,374,10870,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239195,2019-09-30,2019-11-03,466,Layounne,Algeria,Post-emergency,NA,NA,13,100,0,88,5,5,1275,25503,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239209,2019-09-30,2019-11-03,467,Smara,Algeria,Post-emergency,NA,98,21,100,100,87,5,5,1493,25389,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5633151,2019-09-30,2019-11-03,209,Lovua settlement,Angola,Post-emergency,NA,73,15,NA,NA,100,2,NA,377,8315,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6373215,2019-09-30,2019-11-03,691,Goudebo,Burkina Faso,Post-emergency,0,0,14,100,96,25,17,31,NA,8788,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6373214,2019-09-30,2019-11-03,690,Mentao,Burkina Faso,Post-emergency,0,0,19,NA,89,34,13,13,343,6879,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15488393,2019-09-30,2019-11-03,622,Borgop,Cameroon,Post-emergency,513,NA,14,98,0,NA,15,15,307,12309,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15484525,2019-09-30,2019-11-03,451,Gado,Cameroon,Post-emergency,576,105,15,93,98,1,37,43,491,26062,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15491192,2019-09-30,2019-11-03,453,Lolo,Cameroon,Post-emergency,457,159,16,100,100,1,17,17,428,13272,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15552635,2019-09-30,2019-11-03,623,Mbile,Cameroon,Post-emergency,685,NA,10,100,NA,1,15,18,489,13707,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15491178,2019-09-30,2019-11-03,624,Ngam,Cameroon,Post-emergency,479,NA,15,100,0,NA,13,20,205,7179,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15760529,2019-09-30,2019-11-03,3883,Ngarisingo,Cameroon,Post-emergency,412,NA,17,100,0,NA,11,10,411,1235,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15552651,2019-09-30,2019-11-03,461,Timangolo,Cameroon,Post-emergency,474,145,10,100,NA,34,9,9,367,7346,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828584,2019-09-30,2019-11-03,572,Amboko,Chad,Post-emergency,427,NA,27,87,NA,75,5,5,1966,9830,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8828721,2019-09-30,2019-11-03,573,Amnabak,Chad,Post-emergency,NA,322,11,100,100,31,13,12,4767,23837,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830007,2019-09-30,2019-11-03,4284,Beakoro,Chad,Post-emergency,234,NA,51,NA,NA,20,21,21,117,234,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830931,2019-09-30,2019-11-03,4282,Bekan,Chad,Post-emergency,1031,NA,11,NA,NA,10,38,42,618,3093,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8830990,2019-09-30,2019-11-03,4277,Bekourou,Chad,Post-emergency,618,NA,19,NA,NA,17,21,22,247,1236,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8831249,2019-09-30,2019-11-03,600,Belom,Chad,Post-emergency,504,NA,31,91,NA,60,6,6,4330,21651,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8832451,2019-09-30,2019-11-03,574,Bredjing,Chad,Post-emergency,NA,264,14,100,100,40,11,10,4755,47559,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8833184,2019-09-30,2019-11-03,484,Dar Es Salam,Chad,Post-emergency,357,NA,34,93,NA,19,17,17,2144,10721,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834548,2019-09-30,2019-11-03,4275,Dembo,Chad,Post-emergency,732,NA,16,NA,NA,12,31,31,585,2929,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834549,2019-09-30,2019-11-03,4280,Diba,Chad,Post-emergency,670,NA,17,NA,NA,28,9,9,536,2680,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834550,2019-09-30,2019-11-03,4279,Dilingala,Chad,Post-emergency,767,NA,15,NA,NA,9,35,39,460,2300,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8834879,2019-09-30,2019-11-03,575,Djabal,Chad,Post-emergency,NA,114,19,100,100,48,10,9,4784,23923,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836281,2019-09-30,2019-11-03,483,Doholo,Chad,Post-emergency,551,NA,31,91,NA,69,5,5,1211,6058,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836641,2019-09-30,2019-11-03,576,Dosseye,Chad,Post-emergency,347,NA,35,90,NA,82,5,5,2779,13895,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836642,2019-09-30,2019-11-03,577,Farchana,Chad,Post-emergency,NA,379,14,100,100,58,8,7,4223,29561,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836781,2019-09-30,2019-11-03,578,Gaga,Chad,Post-emergency,NA,605,14,100,100,59,7,7,4232,25392,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836851,2019-09-30,2019-11-03,4278,Gon,Chad,Post-emergency,1245,NA,9,NA,NA,5,59,69,498,2490,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836884,2019-09-30,2019-11-03,579,Gondje,Chad,Post-emergency,320,NA,38,96,NA,71,6,6,1598,7992,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8836943,2019-09-30,2019-11-03,580,Goz Amer,Chad,Post-emergency,695,NA,17,NA,NA,51,9,8,6139,36839,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837375,2019-09-30,2019-11-03,581,Iridimi,Chad,Post-emergency,NA,151,14,100,100,35,12,11,4166,20834,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837387,2019-09-30,2019-11-03,482,Kerfi,Chad,Post-emergency,273,NA,39,NA,NA,66,5,5,455,1365,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837388,2019-09-30,2019-11-03,582,Kounoungou,Chad,Post-emergency,NA,227,15,100,100,35,12,12,3996,19983,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837389,2019-09-30,2019-11-03,583,Mile,Chad,Post-emergency,NA,160,14,100,100,28,14,14,4211,21056,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837430,2019-09-30,2019-11-03,599,Moyo,Chad,Post-emergency,342,NA,41,92,NA,69,6,5,1712,8560,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837500,2019-09-30,2019-11-03,584,Oure Cassoni,Chad,Post-emergency,NA,207,18,100,100,45,8,8,6222,31110,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837675,2019-09-30,2019-11-03,4276,Silambi,Chad,Post-emergency,324,NA,37,NA,NA,38,9,9,NA,647,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8837919,2019-09-30,2019-11-03,585,Touloum,Chad,Post-emergency,NA,166,15,100,100,32,14,13,5166,25831,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8838152,2019-09-30,2019-11-03,586,Treguine,Chad,Post-emergency,941,NA,13,93,NA,61,7,7,4235,25411,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8838164,2019-09-30,2019-11-03,4281,Vom,Chad,Post-emergency,579,NA,20,NA,NA,39,7,7,231,1158,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
12513559,2019-09-30,2019-11-03,4285,Maicao,Colombia,Emergency,NA,NA,17,NA,NA,NA,10,50,NA,350,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6155299,2019-09-30,2019-11-03,486,Bili,Democratic Republic of the Congo,Post-emergency,500,754,11,NA,NA,62,10,16,2385,9542,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261200,2019-09-30,2019-11-03,4250,Biringi (Aru),Democratic Republic of the Congo,Post-emergency,1490,NA,24,100,100,31,12,15,805,6441,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261144,2019-09-30,2019-11-03,420,Boyabu,Democratic Republic of the Congo,Post-emergency,594,NA,20,NA,NA,14,26,33,4308,17234,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261143,2019-09-30,2019-11-03,657,Inke,Democratic Republic of the Congo,Post-emergency,789,NA,15,NA,NA,17,23,38,4535,18143,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261190,2019-09-30,2019-11-03,4249,Kaka (Dungu),Democratic Republic of the Congo,Post-emergency,532,NA,39,NA,NA,20,10,10,354,1063,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6260622,2019-09-30,2019-11-03,495,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,97,20,NA,NA,26,15,22,1005,29154,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261199,2019-09-30,2019-11-03,4247,Meri (Aba),Democratic Republic of the Congo,Post-emergency,9038,207,14,100,100,15,21,20,2780,36150,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6261142,2019-09-30,2019-11-03,658,Mole,Democratic Republic of the Congo,Post-emergency,2136,712,22,100,100,14,22,34,3737,14951,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6260620,2019-09-30,2019-11-03,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,697,82,21,NA,NA,54,6,7,277,6662,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7799976,2019-09-30,2019-11-03,4248,Nambili (Doruma),Democratic Republic of the Congo,Post-emergency,532,NA,18,100,NA,23,18,23,1951,5853,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15027508,2019-09-30,2019-11-03,602,Ali Adde,Djibouti,Post-emergency,4001,74,17,NA,100,35,11,57,NA,16005,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5821005,2019-09-30,2019-11-03,538,Adi Harush,Ethiopia,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,NA,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5655889,2019-09-30,2019-11-03,531,Awbarre,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795915,2019-09-30,2019-11-03,539,Aysaita,Ethiopia,Post-emergency,NA,124,20,100,100,49,20,56,3347,16735,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795914,2019-09-30,2019-11-03,407,Berhale,Ethiopia,Post-emergency,NA,76,11,100,100,37,15,28,1011,13147,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5770150,2019-09-30,2019-11-03,533,Bokolmanyo,Ethiopia,Post-emergency,NA,93,22,NA,100,18,31,35,412,24747,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795877,2019-09-30,2019-11-03,541,Buramino,Ethiopia,Post-emergency,NA,82,19,NA,100,19,30,49,1096,28512,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5770149,2019-09-30,2019-11-03,429,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,11,NA,NA,NA,42,107,NA,859,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636070,2019-09-30,2019-11-03,527,Fugnido,Ethiopia,Post-emergency,NA,69,20,NA,100,43,11,37,754,40731,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636087,2019-09-30,2019-11-03,497,Fugnido 2,Ethiopia,Post-emergency,NA,48,22,NA,100,40,11,17,440,8816,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795876,2019-09-30,2019-11-03,537,Hilaweyn,Ethiopia,Post-emergency,NA,96,21,NA,100,16,34,14,1039,32225,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636071,2019-09-30,2019-11-03,494,Jewi,Ethiopia,Post-emergency,NA,120,15,NA,100,54,10,27,910,54603,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795875,2019-09-30,2019-11-03,536,Kobe,Ethiopia,Post-emergency,NA,100,29,NA,100,40,12,17,475,28557,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636067,2019-09-30,2019-11-03,450,Kule,Ethiopia,Post-emergency,NA,132,13,NA,100,39,12,26,541,42792,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5821004,2019-09-30,2019-11-03,534,Mai Aini,Ethiopia,Post-emergency,NA,91,14,100,100,63,8,22,914,14629,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5795874,2019-09-30,2019-11-03,535,Melkadida,Ethiopia,Post-emergency,NA,129,21,NA,100,28,16,25,518,31121,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636103,2019-09-30,2019-11-03,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,136,9,NA,0,31,15,16,576,81826,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5635544,2019-09-30,2019-11-03,544,Okugo,Ethiopia,Post-emergency,NA,87,20,NA,100,16,16,NA,483,10638,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5658212,2019-09-30,2019-11-03,532,Sheder,Ethiopia,Post-emergency,NA,NA,18,NA,NA,28,12,NA,2178,10893,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8563822,2019-09-30,2019-11-03,525,Sherkole,Ethiopia,Post-emergency,NA,90,19,NA,100,58,7,7,550,11017,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5820468,2019-09-30,2019-11-03,529,Shimelba,Ethiopia,Post-emergency,NA,100,18,100,100,61,7,21,650,7809,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5636064,2019-09-30,2019-11-03,546,Tierkidi,Ethiopia,Post-emergency,NA,195,8,NA,100,17,26,256,1108,60986,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8563837,2019-09-30,2019-11-03,540,Tongo,Ethiopia,Post-emergency,NA,177,15,NA,100,59,8,5,610,12219,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8568918,2019-09-30,2019-11-03,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,96,21,NA,100,74,6,7,653,13076,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
17697980,2019-09-30,2019-11-03,670,Fetentaa,Ghana,Post-emergency,NA,55,20,50,33,2,9,24,84,848,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5862174,2019-09-30,2019-11-03,445,Arbat,Iraq,Post-emergency,NA,4,112,100,94,89,4,4,1826,9132,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239206,2019-09-30,2019-11-03,446,Basirma,Iraq,Post-emergency,NA,5,110,100,100,100,5,4,882,2648,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6044331,2019-09-30,2019-11-03,442,Kawergosk,Iraq,Post-emergency,NA,4,115,100,100,100,4,4,956,7655,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6061186,2019-09-30,2019-11-03,444,Qushtapa,Iraq,Post-emergency,NA,5,103,100,100,100,4,4,907,8169,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
13701363,2019-09-30,2019-11-03,518,Dagahaley,Kenya,Post-emergency,NA,92,26,NA,99,77,7,NA,1938,77542,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
13713014,2019-09-30,2019-11-03,519,Hagadera,Kenya,Post-emergency,NA,98,28,NA,100,86,5,NA,2038,81534,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
13722672,2019-09-30,2019-11-03,520,Ifo,Kenya,Post-emergency,NA,64,31,NA,99,74,7,NA,1839,73587,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6324065,2019-09-30,2019-11-03,313,Dzaleka,Malawi,Post-emergency,1046,74,6,NA,NA,39,8,14,155,44178,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6066573,2019-09-30,2019-11-03,319,Maratane,Mozambique,Post-emergency,467,NA,16,NA,NA,34,9,NA,NA,9244,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
5446520,2019-09-30,2019-11-03,644,Osire,Namibia,Post-emergency,5552,33,31,NA,NA,46,12,NA,727,5094,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324518,2019-09-30,2019-11-03,696,Abala,Niger,Post-emergency,NA,225,15,NA,NA,NA,22,66,15072,15072,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
15036918,2019-09-30,2019-11-03,697,Tabareybarey,Niger,Post-emergency,NA,202,14,NA,NA,NA,105,142,10706,10706,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
6056267,2019-09-30,2019-11-03,4308,Gamboma,Republic of Congo,Emergency,NA,NA,20,NA,NA,NA,19,19,NA,1629,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8482531,2019-09-30,2019-11-03,626,Gihembe,Rwanda,Post-emergency,NA,56,19,NA,NA,NA,19,128,88,12307,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
8471795,2019-09-30,2019-11-03,627,Kiziba,Rwanda,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,NA,18170,NA,NA,NA,NA,NA,NA,NA,NA,NA
